lemma	mg_index	pos_hint	nob_ts	swe_placeholders
tjovve	1	N	spiserør; svelg	spiserør_SWE
tjuahpa	1	Phrase	uthogd skog	uthogd skog_SWE
tjuedtjielimmie	1	N	oppstandelse; oppståing	oppstandelse_SWE
tjuekie	1	Phrase	isskorpe på marken; flein	isskorpe på marken_SWE
tjuengele	1	N	hagl	hagl_SWE
tjulhte	1	N	sil; melkesil	sil_SWE
tjurrie	1	N	åskam; fjellkam	åskam_SWE
tjurrie	2	Phrase	nakkebein på hund	nakkebein på hund_SWE
tjuvlie	1	N	kyss	kyss_SWE
tjuvrie	1	N	røver; fiende i samiske sagn	røver_SWE
tjuvtjege	1	N	pekefinger	pekefinger_SWE
tjåagkoe	1	N	gaffel	gaffel_SWE
tjåagka	1	N	gaffel	gaffel_SWE
tjueptsie	1	N	gaffel	gaffel_SWE
tjåale	1	N	såpe	såpe_SWE
tjåalhte	1	N	fjellknaus; lite fjell	fjellknaus_SWE
tjåalhtetje	1	Phrase	liten fjellknaus	liten fjellknaus_SWE
tjåanetjh	1	Phrase	litt husgeråd	litt husgeråd_SWE
tjåanghkoe	1	N	møte; samling	møte_SWE
tjåanghkoetjïehtjele	1	N	møterom	møterom_SWE
tjåejjie	1	N	mage; magesekk	mage_SWE
tjåejjiennuelie	1	N	dyrebuk	dyrebuk_SWE
tjåelie	1	Phrase	innmat av fisk	innmat av fisk_SWE
tjåelmie	1	N	sund	sund_SWE
tjåenieh	1	N	husgeråd	husgeråd_SWE
tjåenieh	2	N	eiendeler; bagasje	eiendeler_SWE
tjåentjeme	1	Phrase	øvre margbein i reinens bakfot	øvre margbein i reinens bakfot_SWE
tjåervie	1	N	horn	horn_SWE
tjåervie	2	N	krone	krone_SWE
tjåerviesaelhtie	1	N	hornsalt	hornsalt_SWE
tjåetskeme	1	N	kulde; kaldt vær	kulde_SWE
tjåhkome	1	N	skohøykam	skohøykam_SWE
tjåktja	1	N	tiur	tiur_SWE
tjårra	1	N	fjellrygg	fjellrygg_SWE
tjårroe	1	N	fjellrygg	fjellrygg_SWE
tjåvhkoe	1	Phrase	reinmelk med løype	reinmelk med løype_SWE
tjåånehtahke	1	N	bremserein; rein bundet bak pulken	bremserein_SWE
tjååtsele	1	N	and	and_SWE
tjïehtjele	1	N	rom	rom_SWE
tjïektje	1	N	brennevin	brennevin_SWE
tjïektjesjuelkie	1	N	bakfot	bakfot_SWE
tjïelhke	1	N	kjelke	kjelke_SWE
tjïelkestimmie	1	N	forklaring; rettledning	forklaring_SWE
tjïelte	1	N	kommune	kommune_SWE
jabje	1	N	tulling	tulling_SWE
kraannastjïelte	1	N	nabokommune	nabokommune_SWE
sjalja	1	N	gårdsplass	gårdsplass_SWE
tjïeltekontovre	1	N	kommunekontor	kommunekontor_SWE
tjïengele	1	N	tele	tele_SWE
tjïerte	1	N	gruppe	gruppe_SWE
tjïertedibleme	1	N	rasisme	rasisme_SWE
tjïeskese	1	N	vedski	vedski_SWE
tjïrkesvoete	1	N	trygghet	trygghet_SWE
tjïrre	1	N	sot; kull	sot_SWE
tjöödtjestimmiesijjie	1	N	parkeringsplass; stoppested	parkeringsplass_SWE
tjööke	1	N	kjøkken	kjøkken_SWE
tjöövke	1	N	kjøkken	kjøkken_SWE
tjööse	1	Phrase	rein med hvit snute eller hvitflekket hode; gråblakk rein	rein med hvit snute eller hvitflekket hode_SWE
tjöösenjuenie	1	Phrase	rein med hvit snute	rein med hvit snute_SWE
traaste	1	N	trost	trost_SWE
traktovre	1	N	traktor	traktor_SWE
transportööre	1	N	transportør	transportør_SWE
treavka	1	N	ski	ski_SWE
treblienjuenie	1	Phrase	grå rein med små hvite prikker på snuten	grå rein med små hvite prikker på snuten_SWE
truhkie	1	N	trau	trau_SWE
tryjje	1	N	trivsel	trivsel_SWE
tråahpe	1	N	trapp	trapp_SWE
tråajja	1	N	trøye; jakke	trøye_SWE
tråajjoe	1	N	trøye; jakke	trøye_SWE
træjpoe	1	Phrase	stridt vær; drev	stridt vær_SWE
trïengke	1	N	dreng	dreng_SWE
trööhnege	1	N	dronning	dronning_SWE
tsaapestahke	1	N	kaffekjøtt	kaffekjøtt_SWE
tsagkeldhdueljie	1	Phrase	spilt skinn med spiler i	spilt skinn_SWE
tsagkeme	1	N	pikkpakk; bagasje	pikkpakk_SWE
tseagkere	1	N	reisverk; bygning	reisverk_SWE
tseagkoehgåetie	1	Phrase	opprettstående gamme uten buestenger	opprettstående gamme_SWE
tsebpie	1	Phrase	nederste leggbein på reinens framfot	nederste leggbein på reinens framfot_SWE
tseegkeme	1	N	bygging; oppbygging	struktur_SWE
tseegkeme	2	N	struktur	struktur_SWE
tseegkuve	1	N	offerrein	offerrein_SWE
tsegkie	1	N	knagg	knagg_SWE
tsegkie	2	N	kløftstrange	kløftstrange_SWE
tsegkie	3	N	oppfatning; standpunkt	oppfatning_SWE
tsegkiedeakehke	1	Phrase	kløftstang i gammereisverk	kløftstang_SWE
tsiehkie	2	N	hakk; snitt	hakk_SWE
tsiehkie	3	Phrase	ti rein	ti rein_SWE
tsiehkiebaakoe	1	N	nøkkelord	nøkkelord_SWE
tsietsehthmuerjie	1	N	bringebær	bringebær_SWE
tsoedtse	1	N	kjøtthinne; kjøttslintre	kjøtthinne_SWE
tsoevtse	1	N	snøskavl	snøbre_SWE
tsukngie	1	Phrase	tåke eller snø så en ikke ser høydeforskjell	tåke eller snøyr så en ikke ser høydeforskjell_SWE
tsumhtsie	1	N	rusk; støv	rusk_SWE
tsumhtsievoesse	1	N	søppelsekk; søppelpose	søppelsekk_SWE
tsåahka	1	N	klokke; ur	klokke_SWE
tsåekie	1	N	grunne	grunne_SWE
tsåelhkielaejpie	1	N	pikkebrød	pikkebrød_SWE
tsåhha	1	N	hund; fillebikkje	hund_SWE
tsååbpe	1	N	frosk; padde	frosk_SWE
tsælloe	1	N	krangel; mobbing; erting	krangel_SWE
tsïegle	1	N	veiviser	veiviser_SWE
tsïengele	1	N	januar	januar_SWE
tsïnne	1	N	kjønnsorgan	kjønnsorgan_SWE
tv-spïele	1	N	tv-spill	tv-spill_SWE
tyjje	1	N	stoff; tøy	stoff_SWE
tyske	1	N	tysker	tysker_SWE
tåaleskaahpoe	1	N	syskrin	syskrin_SWE
klaerieskaahpoe	1	N	maleskrin; fargeskrin	maleskrin_SWE
tåallere	1	N	toller	toller_SWE
tåarje	1	N	torg	torg_SWE
tåarne	1	N	tårn	tårn_SWE
tåårske	1	N	torsk	torsk_SWE
tæjma	1	N	time	time_SWE
tæjmoe	1	N	time	time_SWE
tïjje	1	N	tid	tid_SWE
ulmie	1	N	mål; målsetting	mål_SWE
ulmie	2	N	mening; betydning	mening_SWE
unnebelåhkoe	1	N	mindretall	mindretall_SWE
urpie	1	N	skudd; knopp	skudd_SWE
urriesmiesie	1	N	hannkalv	hannkalv_SWE
ussjedimmie	1	N	tanke	tanke_SWE
uvtelasse	1	N	forslag	forslag_SWE
vaahra	1	N	fare	fare_SWE
vaajese	1	N	sagn; fortelling; historie	sagn_SWE
vaajesegærja	1	N	fortellerbok; sagnbok	fortellerbok_SWE
vaajja	1	Phrase	nedsenket område i fjellet avgrenset av fjell rundt	nedsenket område i fjellet_SWE
vaajmoe	1	N	hjerte	hjerte_SWE
vaajnoe	1	N	iver; flid	iver_SWE
vaalje	1	N	glenne; åpning i terrenget	glenne_SWE
vaalmestahke	1	Phrase	knytte båret på ryggen uten sekk	knytte båret på ryggen uten sekk_SWE
vaaloe	1	Phrase	vindfelt tre	vindfelt tre_SWE
vaanghka	1	Phrase	kjøttet på reinens bakfot	kjøttet på reinens bakfot_SWE
vaanghkaklivvie	1	N	haseledd	haseledd_SWE
vaanghkamåara	1	Phrase	haseknoke på rein	haseknoke på rein_SWE
vaanhtse	1	N	vott	vott_SWE
vaarese	1	N	vadmel	vadmel_SWE
vaaresgåptoe	1	N	vadmelskofte	vadmelskofte_SWE
vaarjoe	1	N	klesplagg	klesplagg_SWE
vaarjoevåarhkoe	1	N	klesskap	klesskap_SWE
vaaroe	1	N	vare	vare_SWE
vaarta	1	N	vol; lavt snaufjell med krattskog omkring	vol_SWE
vaartoe	1	N	vol; lavt snaufjell med krattskog omkring	vol_SWE
vaartoegietjie	1	Phrase	enden av vola	enden av vola_SWE
vaassere	1	N	stakkar	stakkar_SWE
vadtese	1	N	gave; almisse	gave_SWE
vaedtsije	1	N	vandrer	vandrer_SWE
vaegkie	1	Phrase	bred dal; lavtliggende slette	bred dal_SWE
vaejlie	1	N	feber	feber_SWE
vaejsjie	1	N	rovdyr; villdyr	rovdyr_SWE
vaejsjie	2	N	elg	elg_SWE
vaejvie	1	N	smerte; lidelse	smerte_SWE
vaeknie	1	N	våpen	våpen_SWE
vaeltjehke	1	Phrase	dreven reinskar	dreven reinskar_SWE
vaenielåhkoegïele	1	N	mindretallsspråk	mindretallsspråk_SWE
vaenievæhta	1	N	minustegn	minustegn_SWE
vaentjele	1	N	evangelium	evangelium_SWE
vaerie	1	N	fjell	fjell_SWE
vaerieståapoe	1	N	fjellstue	fjellstue_SWE
vaestiedasse	1	N	svar	svar_SWE
vaestiedimmie	1	N	svar	svar_SWE
vajtele	1	N	ønske	ønske_SWE
varhtoedimmie	1	N	forandring	forandring_SWE
veadta	1	N	rottæger	tæger_SWE
veadta	2	N	kilde; utspring	kilde_SWE
vealma	1	Phrase	stille, dypt stykke i elv	stille, dypt stykke i elv_SWE
veanasoene	1	Phrase	sene med beinknapp i bakre leggbein	sene med beinknapp i bakre leggbein_SWE
veanhtoe	1	N	mening	mening_SWE
vearelde	1	N	vær	vær_SWE
vearelde	2	N	luft	luft_SWE
vearelde	3	N	verden	verden_SWE
vearka	1	N	tussen	tussen_SWE
veartene	1	N	verden	verden_SWE
veaskoe	1	N	veske	veske_SWE
veasoe	1	N	oppholdssted; bolig	oppholdssted_SWE
veasome	1	N	liv; levnet	liv_SWE
veasomesijjie	1	N	boplass	boplass_SWE
vetneme	1	N	bever	bever_SWE
veeljeme	1	N	valg	valg_SWE
veelle	1	N	gårdsplass; plassen foran gamme	gårdsplass_SWE
veetejaavvoeh	1	N	hvetemel	hvetemel_SWE
viehkie	1	N	hjelp	hjelp_SWE
viehkiehtæjja	1	N	personal; assistent	personal_SWE
viehkievierhtie	1	N	hjelpemiddel	hjelpemiddel_SWE
viengkesmåaroe	1	Phrase	bein i foten	bein i foten_SWE
vïere	1	Phrase	ring av sammensnodde skohøydotter	ring av sammensnodde skohøydotter_SWE
vierhkiesijjie	1	N	verksted	verksted_SWE
vierhtie	1	N	midler; ressurs	midler_SWE
vierhtiedimmie	1	N	vurdering	vurdering_SWE
viermie	1	N	fiskegarn	fiskegarn_SWE
vietjere	1	N	hammer	hammer_SWE
vigkie	1	N	uenighet; strid	uenighet_SWE
vihte	1	N	vett; forstand	vett_SWE
vihtiesvoetepolïjse	1	N	overvåkningspolitiet	overvåkningspolitiet_SWE
vijne	1	N	vin	vin_SWE
vijnedïedte	1	N	vinpresse	vinpresse_SWE
vijnemoere	1	N	vintre	vintre_SWE
vijnemoeresåafoe	1	N	vingård; vintrehage	vingård_SWE
vijre	1	N	dyr	dyr_SWE
vijreme	1	N	jakting	jakting_SWE
vijrije	1	N	jeger; skytter	jeger_SWE
voedtege	1	N	skoband	skoband_SWE
voehpe	1	N	svigerfar; ektefelles stefar	svigerfar_SWE
voehpealmetjh	1	N	svigerforeldre	svigerforeldre_SWE
voeje	1	N	smør	smør_SWE
voejedahke	1	Phrase	svømmested for reinflokken over elv eller vatn	svømmested for reinflokken over elv eller vatn_SWE
voejehtahke	1	Phrase	svømmested for reinflokken over elv eller vatn	svømmested for reinflokken over elv eller vatn_SWE
voejeskaahpoe	1	N	smøreske	smøreske_SWE
voejkene	1	N	ånd	ånd_SWE
voeksenassh	1	N	spy; oppkast	spy_SWE
voektenje	1	Phrase	stillas til tørke fiskegarn på	stillas til tørke fiskegarn på_SWE
voelege	1	N	øl	øl_SWE
voelpe	1	N	venn	venn_SWE
voelpetje	1	Phrase	liten venn	liten venn_SWE
voene	1	N	bygd	bygd_SWE
voene	2	N	fjord	fjord_SWE
voene	3	N	landemerke	landemerke_SWE
voenge	1	N	lokalmiljø; nærmiljø	lokalmiljø_SWE
voepte	1	N	hår; hårstrå	hår_SWE
voerese	1	N	olding; gamling	olding_SWE
voeresgåetie	1	N	eldresenter	eldresenter_SWE
voerhtje	1	N	kråke	kråke_SWE
voerkedahke	1	Phrase	tiden da reinen feier hornene	tiden da reinen feier hornene_SWE
voernge	1	Phrase	midtparti i vann	midtparti i vann_SWE
voerpehke	1	N	morgenfugl; en som er tidlig våken	morgenfugl_SWE
voesse	1	N	sekk	sekk_SWE
voessetje	1	N	pose; liten sekk	pose_SWE
voessjememierie	1	N	kokepunkt	kokepunkt_SWE
voestesgïele	1	N	førstespråk; morsmål	førstespråk_SWE
vuaksa	1	N	okse	okse_SWE
vualadahke	1	N	lavland; lavereliggende terreng	lavland_SWE
vuanove	1	N	svigermor; konas stemor	svigermor_SWE
vuarhkemesarva	1	Phrase	grarein som har feiet hornene	grarein som har feiet hornene_SWE
vuebnie	1	N	ovn	ovn_SWE
vuejeme	1	N	kjøring	kjøring_SWE
vuejeme	2	Phrase	tverrstang i gamme	tverrstang i gamme_SWE
vuejemeleahpa	1	N	sertifikat; førerkort	sertifikat_SWE
vuejiehtæjja	1	Phrase	en som driver flokken	en som driver flokken_SWE
vuejije	1	N	sjåfør	sjåfør_SWE
vuekie	1	N	skikk; måte	skikk_SWE
vuelie	1	N	joikemelodi	joikemelodi_SWE
vueliedimmie	1	N	nedsettelse	nedsettelse_SWE
vueliedæjja	1	N	undertrykker	undertrykker_SWE
vuelieraedtie	1	Phrase	nedre kant	nedre kant_SWE
vuelkeme	1	N	reise; transport	reise_SWE
vuelkemeleahpa	1	Phrase	billett til befordringsmiddel	billett til befordringsmiddel_SWE
vuemie	1	N	skogsdal; vid dal med skog	skogsdal_SWE
vuenjele	1	Phrase	2-3 år gammel simle	2-3 år gammel simle_SWE
vueperese	1	Phrase	tre år gammel hannrein	tre år gammel hannrein_SWE
vuepsie	1	N	mål; det man streber mot	mål_SWE
vueptie	1	N	oppdagelse	oppdagelse_SWE
vuerpie	1	N	lodd; andel	lodd_SWE
vuerpie	2	N	skjebne	skjebne_SWE
vuesiehtimmie	1	N	forestilling; framvisning	forestilling_SWE
vytnesjimmie	1	N	håndarbeid; sløyd	håndarbeid_SWE
våajnoe	1	N	syn	syn_SWE
våarhkoe	1	N	skap; oppbevaringssted; gjemmested	skap_SWE
våaroe	1	N	skift; tur	skift_SWE
våarome	1	N	grunnlag	grunnlag_SWE
våhkoe	1	N	uke	uke_SWE
våhkoesoejkesje	1	N	ukeplan	ukeplan_SWE
våhkoetjåanghkoe	1	N	ukesamling	ukesamling_SWE
vååltese	1	Phrase	trebart område; vid åpen plass i lavlandet	trebart område_SWE
vååltestahke	1	Phrase	bakke med fritt utsyn	bakke med fritt utsyn_SWE
væhta	1	N	tegn; merke	tegn_SWE
væjjoe	1	N	mønster; snitt	mønster_SWE
væjroe	1	N	skrent	skrent_SWE
væjroe	2	N	jakt; jakttur	jakt_SWE
vælloe	1	N	solnedgang	solnedgang_SWE
værjoe	1	N	kjede	kjede_SWE
vætnoe	1	N	arbeid; håndarbeid	arbeid_SWE
vïedtere	1	N	elvemel	elvemel_SWE
vïedtje	1	N	vegg	vegg_SWE
vïelle	1	N	bror	bror_SWE
vïerhke	1	N	huljern	huljern_SWE
vïerhtse	1	N	vær	vær_SWE
vïerngeraedtie	1	Phrase	kanten av marbakke	kanten av marbakke_SWE
vïjve	1	N	svigersønn; svoger; mann gift med yngre kvinnelig slektning	svigersønn_SWE
vïnhtse	1	N	båt	båt_SWE
vïrre	1	N	blod	blod_SWE
vïtnedimmie	1	N	gymnastikk	gymnastikk_SWE
vöönhtse	1	N	høne	høne_SWE
åabpa	1	N	søster	søster_SWE
åabpetjh	1	N	søstre	søstre_SWE
åadtjijebearkoe	1	Phrase	beinfritt kjøtt	beinfritt kjøtt_SWE
åahpetje	1	N	bekjent; kjent person	bekjent_SWE
åajvaladtje	1	N	leder; høvding	leder_SWE
åakere	1	N	åker	åker_SWE
åarjelraedtie	1	N	sørsida	sørsida_SWE
åarjelvearelde	1	Phrase	sørlig vær; sydlig vær	sørlig vær_SWE
åarjetjebielie	1	N	sørside	sørside_SWE
åasa	1	N	pris	pris_SWE
åavroe	1	N	varme; hett vær	varme_SWE
åedtjie	1	N	muskel	muskel_SWE
åejjie	1	N	hode	hode_SWE
åejjiemoere	1	Phrase	den fremste av stengene som et skinn spiles på	den fremste av stengene som et skinn spiles på_SWE
åejjienalhke	1	N	hodepute	hodepute_SWE
åejvie	1	N	leder; overhode	leder_SWE
åejviedaltese	1	N	hovedtrinn	hovedtrinn_SWE
åejviegïele	1	N	hovedspråk	hovedspråk_SWE
åejvietsiehkie	1	N	hovedmål; hovedtrekk	hovedmål_SWE
åeksie	1	N	gren	gren_SWE
åelie	1	N	beskyttelse	beskyttelse_SWE
åelkie	1	N	skulder	skulder_SWE
åelkie	2	N	fjellaksel	fjellaksel_SWE
åemehke	1	N	avdød	avdød_SWE
åenehksguapa	1	N	sokk; kortstrømpe	sokk_SWE
åeniedimmie	1	N	forkorting	forkorting_SWE
åeremesijjie	1	N	sovested; soveplass	sovested_SWE
åeremetjïehtjele	1	N	soverom	soverom_SWE
åeremevaarjoeh	1	N	sengklær	sengklær_SWE
åeremevoesse	1	N	sovepose	sovepose_SWE
åerie	1	N	blodåre	blodåre_SWE
åerie	2	N	avstamning	avstamning_SWE
åerije	1	N	sovende; en som sover	sovende_SWE
åerpele	1	N	kusine	kusine_SWE
åerpene	1	N	søsken	søsken_SWE
åerpienadtjh	1	N	småsøsken; små søsken	småsøsken_SWE
åeruve	1	N	ekorn	ekorn_SWE
åesie	1	N	matbit; porsjon	matbit_SWE
åesiestimmielæstoe	1	N	handleliste	handleliste_SWE
åesiestæjja	1	N	kjøpmann; oppkjøper	kjøpmann_SWE
ålkoeokse	1	N	ytterdør	ytterdør_SWE
ålloeabpese	1	N	ullgenser	ullgenser_SWE
ålma	1	N	mann; ektemann	mann_SWE
ålmavoelpetje	1	Phrase	mannlig venn	mannlig venn_SWE
ångkene	1	N	barn; unge	barn_SWE
årra	1	N	hannrein; hannreinflokk	hannrein_SWE
årrabïrhke	1	Phrase	liten reinflokk med hannrein	liten reinflokk med hannrein_SWE
årroehsijjie	1	N	boplass	boplass_SWE
årroje	1	N	beboer	beboer_SWE
årromesijjie	1	N	bosted; adresse	bosted_SWE
åssjaldahke	1	N	tanke	tanke_SWE
åssjalommes	1	N	tanke; idé	tanke_SWE
åtnoe	1	N	bruk	bruk_SWE
åvtebielie	1	N	framside; fremre del	framside_SWE
åvtegietjie	1	N	forende	forende_SWE
åvtehke	1	N	sjef; leder	sjef_SWE
åvtesnuelie	1	Phrase	kjøttet nederst på reinens framfot	kjøttet nederst på reinens framfot_SWE
åvtesjuelkie	1	N	framfot	framfot_SWE
åvteåejvie	1	N	styresmakt; de som leder	styresmakt_SWE
åålmege	1	N	almue	almue_SWE
åårdnege	1	N	ordning	ordning_SWE
ååredæjja	1	N	ansikt	ansikt_SWE
organiste	1	N	organist	organist_SWE
ïebne	1	N	emne	emne_SWE
ïedtje	1	N	mot; iver; interesse	mot_SWE
ïedtjije	1	Phrase	ivrig person	ivrig person_SWE
ïehterdahke	1	N	ribbe; side	ribbe_SWE
ïelje	1	N	elg	elg_SWE
ïentje	1	N	eng; jorde	eng_SWE
ööhpehtimmie	1	N	utdanning; opplæring; undervisning	utdanning_SWE
ööhpehtimmievuepsie	1	N	opplæringsmål	opplæringsmål_SWE
ööhpehtæjja	1	N	lærer; mester	lærer_SWE
öörnege	1	N	ordning	ordning_SWE
öörnemehammoe	1	N	organisasjonsform	organisasjonsform_SWE
bealloeaaltoe	1	N	bjøllesimle	bjøllesimle_SWE
bæjngoldsvaarjoe	1	N	yttertøy	yttertøy_SWE
deereriepie	1	N	hannrev	hannrev_SWE
dåvvomesijjie	1	N	verksted	verksted_SWE
håagkstaavra	1	N	fiskestang; pilk	fiskestang_SWE
hïngse	1	N	lyng; ris	lyng_SWE
hïngsedålle	1	N	lyngbål; risbål	lyngbål_SWE
raejrienvearelde	1	N	tordenvær	tordenvær_SWE
riepieråaksoe	1	N	hunnrev	hunnrev_SWE
skaadtje	1	N	fark; larv; skarv	fark_SWE
staavra	1	N	stang	stang_SWE
tjoejenesguhpie	1	N	lydpotte	lydpotte_SWE
våårenjasse	1	N	ulv; rovdyr	ulv_SWE
ålloe	1	N	ull	ull_SWE
ålla	1	N	ull	ull_SWE
alla	1	N	ull	ull_SWE
ålloetråajja	1	N	ulltrøye	ulltrøye_SWE
minngehke	1	Phrase	bakre del av reinflokken; baktroppen	bakre del av reinflokken_SWE
plaantege	1	N	blanding	blanding_SWE
reavsa	1	N	lymfeknute; itle	lymfeknute_SWE
reektehts	1	N	rapport	rapport_SWE
saalhtetje	1	Phrase	litt salt	litt salt_SWE
saemiedigkie	1	N	sameting	sameting_SWE
sjilkehtimmie	1	A	smeltet	smeltet_SWE
sjïjlelaejpie	1	N	globrød; glokake	globrød_SWE
sjöövememielhkie	1	N	kjernemelk	kjernemelk_SWE
skaale	1	N	skall	skall_SWE
skïhpe	1	N	skip	skip_SWE
slåavege	1	N	ris; stryk	ris_SWE
soekse	1	N	larve	larve_SWE
sojjehtimmie	1	N	bøyning	bøyning_SWE
soptsestæjja	1	N	forteller	forteller_SWE
spaenjietsåaka	1	Phrase	grunne med svaberg	grunne med svaberg_SWE
staehkie	1	N	høystakk	høystakk_SWE
stråmhpoeraedtie	1	Phrase	utkanten av busk og kjerr	utkanten av busk og kjerr_SWE
stïelhke	1	N	stengel; stilk	stengel_SWE
suvtie	1	N	bukkeblad	bukkeblad_SWE
såekiegalte	1	N	bjørkekubbe	bjørkekubbe_SWE
sååketje	1	N	tette	tette_SWE
sååketjekraesie	1	N	tettegras	tettegras_SWE
sïerke	1	N	vier; vierkjerr	vier_SWE
söökesmielhkie	1	N	tykkmelk	tykkmelk_SWE
tjaalesthtjomhpe	1	N	stavelse	stavelse_SWE
tjomhpetje	1	Phrase	liten bunt; liten haug	liten bunt_SWE
tjomhpetje	2	Phrase	liten flokk	liten flokk_SWE
tsåaka	1	N	grunne	grunne_SWE
tæhtjoe	1	N	hustak	hustak_SWE
vealmetje	1	Phrase	lite stilleflytende dypt sted i elv	lite stilleflytende dypt sted i elv_SWE
voejedaellie	1	N	smørdall; smørbøtte	smørdall_SWE
vuekielïhtse	1	N	måtesledd	måtesledd_SWE
vïelletjh	1	N	brødre	brødre_SWE
ååjretje	1	Phrase	liten åre	liten åre_SWE
tsiehkieskaarja	1	N	hakkesaks	hakkesaks_SWE
tsoedtsebielie	1	Phrase	kjøttsiden av skinn	kjøttsiden av skinn_SWE
vaelmege	1	Phrase	sikksakkmønster på belte eller skoband	sikksakkmønster_SWE
vierhkieskaavtege	1	N	verktøykasse	verktøykasse_SWE
viermietjelmieleahta	1	Phrase	diagonal flettebåndmønster	diagonal flettebåndmønster_SWE
vuepsiebaante	1	N	målband	målband_SWE
gåaroemasse	1	Phrase	materiale til søm	materiale til søm_SWE
dïeskerasse	1	Phrase	materiale til hanskefor	materiale til hanskefor_SWE
dahpese	1	Phrase	materiale til slire	materiale til slire_SWE
gaamegasse	1	Phrase	materiale til sko	materiale til sko_SWE
guksese	1	Phrase	materiale til kopp	materiale til kopp_SWE
måvhkese	1	Phrase	materiale til bukse	materiale til bukse_SWE
skopmehkasse	1	Phrase	materiale til skulderkappe	materiale til skulderkappe_SWE
tjohpese	1	Phrase	materiale til lue	materiale til lue_SWE
voedtegasse	1	Phrase	materiale til skoband	materiale til skoband_SWE
båetskiesijjie	1	Phrase	sted ved kneet ved framfoten på leggskinnet	sted ved kneet_SWE
bålhkoe	1	Phrase	knapp av skinn	knapp av skinn_SWE
bååvteresbielie	1	Phrase	utsiden av leggskinn med tykt hår	utsiden av leggskinn med tykt hår_SWE
bååvteresdueljie	1	Phrase	tykkhåret skinn med hår	tykkhåret skinn med hår_SWE
bïeltene	1	Phrase	øverste del av leggskinn fra framfoten	øverste del av leggskinn fra fremfoten_SWE
dealomeklaahka	1	Phrase	stav til å forme og mykgjøre sko	stav til å forme og mykgjøre sko_SWE
derhviepluevie	1	N	torvmyr	torvmyr_SWE
dieriesoene	1	Phrase	spunnet senetråd lagt på yttersiden av sømmen	spunnet senetråd lagt på yttersiden av sømmen_SWE
dïeskere	1	N	fôr	fôr_SWE
ditnehke	1	Phrase	belte med tinn; tinnbelte	belte med tinn_SWE
ditniebeelhte	1	Phrase	belte med tinn; tinnbelte	belte med tinn_SWE
ditnietjåervie	1	Phrase	hornskive med hull til draging av tinntråd	hornskive med hull til draging av tinntråd_SWE
dueljienrosse	1	Phrase	midt etter skinnet	midt etter skinnet_SWE
dyölhkese	1	Phrase	materiale til dørstokk	materiale til dørstokk_SWE
faabne	1	N	favn	favn_SWE
fijfere	1	N	rirkule	rirkule_SWE
flïehke	1	N	flekk	flekk_SWE
foeme	1	N	hegg	hegg_SWE
fæjloe	1	N	fil	fil_SWE
gaable	1	Phrase	trekk foran komsa	trekk foran komsa_SWE
gaamesegadtere	1	Phrase	alle fire leggskinn	alle fire leggskinn_SWE
gaavloe	1	Phrase	øverste del av leggskinn fra bakfoten	øverste del av leggskinn fra bakfoten_SWE
bïlsedueljie	1	Phrase	snauslitt skinn med hår	snauslitt skinn med hår_SWE
boenehke	1	Phrase	hard substans i reinhorn	hard substans i reinhorn_SWE
bupmie	1	Phrase	syl av margbein og andre materialer	syl av margbein og andre materialer_SWE
burtie	1	Phrase	egg på skjærenål	egg på skjærnål_SWE
byjrestahke	1	N	knyttebånd	knyttebånd_SWE
byötskeme	1	Phrase	små felt hvor hårene er borte	små felt hvor hårene er borte_SWE
båaloevietjere	1	N	kulehammer	kulehammer_SWE
balhkere	1	N	skinnknapp	skinnknapp_SWE
bealpere	1	N	stoppenål	stoppenål_SWE
bïegkevaaloe	1	N	vindfall	vindfall_SWE
bïernegåårestahke	1	N	bjørnetråd	bjørnetråd_SWE
bieliegievlieleahta	1	Phrase	halvmåneformet mønsterstykke	halvmåneformet mønsterstykke_SWE
daableleahta	1	Phrase	rutet mønsterstykke på bringeklede	rutet mønsterstykke på bringeklede_SWE
daaskoe	1	Phrase	belteveske til menn	belteveske til menn_SWE
gaajnoe	1	Phrase	notarm av teger	notarm av teger_SWE
gaajnoe	2	N	bumann	bumann_SWE
gaalsohkemåvhkah	1	N	bellingbukse	bellingbukse_SWE
gaalsohke	1	N	belling	belling_SWE
gajpetjohpe	1	N	skyggelue	skyggelue_SWE
hammoedæjja	1	N	designer; formgiver	designer_SWE
klaerieguvvie	1	N	maleri	maleri_SWE
klaeriedimmie	1	N	maleri	maleri_SWE
tjaalehtjimmie	1	N	ornamenter	ornamenter_SWE
tjurrietjohpe	1	Phrase	kvinnelue med kam	kvinnelue med kam_SWE
raptetjohpe	1	Phrase	kvinnelue uten kiler	kvinnelue uten kiler_SWE
saelhtiepoehte	1	Phrase	saltflaske i teger	saltflaske i teger_SWE
sarjehtahke	1	Phrase	vedheng på enden av belte	vedheng på enden av belte_SWE
snïjpetjohpe	1	Phrase	lue sydd av kiler med brem og dusk	lue sydd av kiler_SWE
tjaaladahke	1	N	skrift; dokument; litteratur	skrift_SWE
tjaaladahke	2	N	ornamenter	ornamenter_SWE
aaksjoennåvte	1	N	økseskaft	økseskaft_SWE
aaksjoennïrre	1	N	økseskaft	økseskaft_SWE
aalhtemeruevtie	1	Phrase	jern til å mykgjøre skinn	jern til å mykgjøre skinn_SWE
aasnemoere	1	N	surved; halvråtten ved	surved_SWE
